gene	GO_BP_count	GO_BP_count_400_auc	GO_BP_count_400_auc_decile
HGNC:32685	7	0	3
HGNC:32686	36	0	3
HGNC:32687	59	0	3
HGNC:32689	48	1	6
HGNC:32690	4	0	3
HGNC:32695	135	3	9
HGNC:32696	11	0	3
HGNC:32697	0	0	3
HGNC:32698	68	1	6
HGNC:327	13	0	3
HGNC:3270	34	2	8
HGNC:32700	42	2	8
HGNC:32709	28	0	3
HGNC:3271	60	3	9
HGNC:3272	34	2	8
HGNC:3273	77	3	9
HGNC:3274	37	3	9
HGNC:3275	42	3	9
HGNC:3277	95	3	9
HGNC:3278	68	3	9
HGNC:32783	66	1	6
HGNC:32789	57	0	3
HGNC:3279	65	2	8
HGNC:32790	0	0	3
HGNC:328	88	2	8
HGNC:3280	54	3	9
HGNC:3282	33	1	6
HGNC:3284	78	2	8
HGNC:3285	51	2	8
HGNC:3287	111	2	8
HGNC:3288	72	1	6
HGNC:3289	94	2	8
HGNC:329	138	5	10
HGNC:3290	56	1	6
HGNC:32926	4	1	6
HGNC:32929	1	0	3
HGNC:3293	58	1	6
HGNC:32930	1	0	3
HGNC:32931	0	0	3
HGNC:32933	12	0	3
HGNC:32935	9	0	3
HGNC:32940	103	2	8
HGNC:32942	68	1	6
HGNC:32946	0	0	3
HGNC:32947	73	2	8
HGNC:32949	45	1	6
HGNC:32951	38	1	6
HGNC:32954	0	0	3
HGNC:32958	0	0	3
HGNC:3296	157	6	10
HGNC:32961	22	1	6
HGNC:32962	42	1	6
HGNC:3297	151	5	10
HGNC:32971	0	0	3
HGNC:3298	43	1	6
HGNC:3299	51	2	8
HGNC:33	82	2	8
HGNC:330	34	3	9
HGNC:3300	139	3	9
HGNC:3301	90	2	8
HGNC:3308	135	3	9
HGNC:3309	218	4	10
HGNC:33100	9	0	3
HGNC:33104	50	0	3
HGNC:33105	50	0	3
HGNC:33106	50	0	3
HGNC:33107	50	0	3
HGNC:33108	50	0	3
HGNC:33109	65	1	6
HGNC:3311	47	1	6
HGNC:33110	65	1	6
HGNC:33111	77	1	6
HGNC:33113	25	1	6
HGNC:33114	50	0	3
HGNC:33115	50	0	3
HGNC:33116	32	2	8
HGNC:3312	117	3	9
HGNC:33125	50	0	3
HGNC:33128	28	0	3
HGNC:3313	48	0	3
HGNC:33131	40	3	9
HGNC:3314	10	0	3
HGNC:3315	149	4	10
HGNC:33154	8	0	3
HGNC:33155	0	0	3
HGNC:33159	28	0	3
HGNC:3316	96	1	6
HGNC:33160	38	1	6
HGNC:33164	13	1	6
HGNC:33169	50	0	3
HGNC:3317	82	1	6
HGNC:33179	43	1	6
HGNC:3318	103	3	9
HGNC:33185	64	1	6
HGNC:33186	50	0	3
HGNC:33187	0	0	3
HGNC:33188	22	1	6
HGNC:33193	0	0	3
HGNC:33194	73	2	8
HGNC:33196	72	3	9
HGNC:3320	53	0	3
HGNC:33203	66	1	6
HGNC:33227	0	0	3
HGNC:33230	65	1	6
HGNC:33234	66	1	6
HGNC:33237	18	1	6
HGNC:33238	21	0	3
HGNC:3325	105	3	9
HGNC:33251	20	0	3
HGNC:33257	50	0	3
HGNC:33258	65	1	6
HGNC:3326	97	2	8
HGNC:33264	0	0	3
HGNC:3327	42	1	6
HGNC:33273	141	1	6
HGNC:33274	36	1	6
HGNC:33276	20	1	6
HGNC:33277	0	0	3
HGNC:33278	0	0	3
HGNC:33279	91	1	6
HGNC:33280	38	3	9
HGNC:333	345	14	10
HGNC:3330	31	1	6
HGNC:3332	125	4	10
HGNC:3333	14	1	6
HGNC:3334	150	4	10
HGNC:33340	47	0	3
HGNC:33342	13	0	3
HGNC:33345	50	0	3
HGNC:3335	11	1	6
HGNC:3336	17	3	9
HGNC:3337	55	3	9
HGNC:3338	136	7	10
HGNC:33383	23	0	3
HGNC:33391	10	0	3
HGNC:3340	96	1	6
HGNC:3341	79	1	6
HGNC:3342	130	5	10
HGNC:33426	30	0	3
HGNC:3343	95	3	9
HGNC:33433	8	0	3
HGNC:33434	53	1	6
HGNC:33437	10	0	3
HGNC:3344	24	0	3
HGNC:33440	0	0	3
HGNC:33441	0	0	3
HGNC:33446	0	0	3
HGNC:3345	98	2	8
HGNC:33451	0	0	3
HGNC:33454	0	0	3
HGNC:33455	16	0	3
HGNC:3346	123	2	8
HGNC:33463	0	0	3
HGNC:3347	33	1	6
HGNC:33480	17	1	6
HGNC:33482	0	0	3
HGNC:33488	0	0	3
HGNC:3349	228	8	10
HGNC:33495	42	0	3
HGNC:33499	29	1	6
HGNC:3350	159	5	10
HGNC:33504	69	1	6
HGNC:33512	111	3	9
HGNC:33517	50	0	3
HGNC:33518	0	0	3
HGNC:33520	81	2	8
HGNC:33521	13	0	3
HGNC:33522	12	1	6
HGNC:33526	31	2	8
HGNC:33527	10	0	3
HGNC:33529	10	0	3
HGNC:3353	52	2	8
HGNC:33530	0	0	3
HGNC:33531	34	1	6
HGNC:33535	0	0	3
HGNC:33537	13	0	3
HGNC:3354	40	1	6
HGNC:33543	29	1	6
HGNC:33547	0	0	3
HGNC:3355	55	0	3
HGNC:33550	53	0	3
HGNC:33551	11	0	3
HGNC:3356	184	6	10
HGNC:3357	121	1	6
HGNC:3358	69	1	6
HGNC:33584	11	1	6
HGNC:3359	41	2	8
HGNC:33593	0	0	3
HGNC:33595	0	0	3
HGNC:33596	46	0	3
HGNC:336	158	7	10
HGNC:3360	90	2	8
HGNC:33600	0	0	3
HGNC:33601	0	0	3
HGNC:33609	18	0	3
HGNC:33624	11	0	3
HGNC:33626	0	0	3
HGNC:33627	25	1	6
HGNC:33628	25	1	6
HGNC:33629	18	0	3
HGNC:3363	44	3	9
HGNC:33630	83	2	8
HGNC:33631	25	2	8
HGNC:33632	19	0	3
HGNC:3364	50	3	9
HGNC:3365	35	1	6
HGNC:3367	90	2	8
HGNC:3368	39	2	8
HGNC:33699	105	3	9
HGNC:33700	0	0	3
HGNC:33701	132	2	8
HGNC:33702	7	0	3
HGNC:33703	0	0	3
HGNC:33704	25	0	3
HGNC:33705	1	0	3
HGNC:33706	0	0	3
HGNC:33708	105	5	10
HGNC:33709	0	0	3
HGNC:33710	0	0	3
HGNC:33711	1	0	3
HGNC:33714	30	2	8
HGNC:33715	21	0	3
HGNC:33716	0	0	3
HGNC:33717	88	2	8
HGNC:33718	0	0	3
HGNC:33719	26	2	8
HGNC:3372	131	8	10
HGNC:33720	20	1	6
HGNC:33722	0	0	3
HGNC:33724	0	0	3
HGNC:33725	0	0	3
HGNC:33727	8	0	3
HGNC:33728	0	0	3
HGNC:3373	255	11	10
HGNC:33731	8	0	3
HGNC:33732	17	1	6
HGNC:33733	0	0	3
HGNC:33734	0	0	3
HGNC:33736	0	0	3
HGNC:33739	50	1	6
HGNC:3374	142	5	10
HGNC:33741	62	0	3
HGNC:33742	86	2	8
HGNC:33744	0	0	3
HGNC:33745	0	0	3
HGNC:33747	19	0	3
HGNC:33748	21	0	3
HGNC:33749	0	0	3
HGNC:33751	33	1	6
HGNC:33752	30	2	8
HGNC:33753	22	0	3
HGNC:33754	0	0	3
HGNC:33755	0	0	3
HGNC:33756	16	1	6
HGNC:33757	0	0	3
HGNC:33758	12	1	6
HGNC:33760	0	0	3
HGNC:33762	0	0	3
HGNC:33763	9	1	6
HGNC:33764	0	0	3
HGNC:33765	0	0	3
HGNC:33766	0	0	3
HGNC:33767	0	0	3
HGNC:33768	1	0	3
HGNC:33769	0	0	3
HGNC:3377	46	1	6
HGNC:33772	48	0	3
HGNC:33773	0	0	3
HGNC:33775	99	2	8
HGNC:33776	0	0	3
HGNC:33777	0	0	3
HGNC:33778	30	1	6
HGNC:3378	8	0	3
HGNC:33781	7	1	6
HGNC:33782	0	0	3
HGNC:33783	104	3	9
HGNC:33784	13	0	3
HGNC:33785	0	0	3
HGNC:33787	16	1	6
HGNC:33788	0	0	3
HGNC:3379	25	1	6
HGNC:33790	0	0	3
HGNC:33792	0	0	3
HGNC:33795	0	0	3
HGNC:3380	57	3	9
HGNC:33800	28	0	3
HGNC:33802	49	1	6
HGNC:33803	0	0	3
HGNC:33806	15	0	3
HGNC:33808	18	1	6
HGNC:33809	0	0	3
HGNC:3381	45	1	6
HGNC:33814	34	2	8
HGNC:33816	0	0	3
HGNC:33818	0	0	3
HGNC:3382	197	5	10
HGNC:33821	1	0	3
HGNC:33823	9	0	3
HGNC:33825	38	1	7
HGNC:33826	0	0	3
HGNC:33829	4	0	3
HGNC:3383	52	1	7
HGNC:33830	27	0	3
HGNC:33834	53	0	3
HGNC:33841	0	0	3
HGNC:33842	0	0	3
HGNC:33843	145	3	9
HGNC:33844	24	1	7
HGNC:33846	0	0	3
HGNC:33847	0	0	3
HGNC:33848	11	0	3
HGNC:33849	0	0	3
HGNC:3385	158	4	10
HGNC:33853	31	0	3
HGNC:33854	0	0	3
HGNC:33856	30	1	7
HGNC:33857	27	1	7
HGNC:33858	0	0	3
HGNC:33859	22	0	3
HGNC:3386	214	9	10
HGNC:33861	0	0	3
HGNC:33862	43	2	8
HGNC:33864	0	0	3
HGNC:33865	0	0	3
HGNC:33867	11	0	3
HGNC:33869	46	0	3
HGNC:3387	142	3	9
HGNC:33872	0	0	3
HGNC:33874	44	1	7
HGNC:33877	33	1	7
HGNC:33879	32	2	8
HGNC:3388	225	4	10
HGNC:33882	239	13	10
HGNC:33888	0	0	3
HGNC:3389	178	2	8
HGNC:33891	19	1	7
HGNC:33892	19	1	7
HGNC:33894	0	0	3
HGNC:33895	16	0	3
HGNC:33896	0	0	3
HGNC:33898	0	0	3
HGNC:339	161	3	9
HGNC:3390	162	4	10
HGNC:33902	0	0	3
HGNC:33904	128	2	8
HGNC:33905	7	0	3
HGNC:33906	19	1	7
HGNC:33908	25	0	3
HGNC:3391	116	3	9
HGNC:33910	28	0	3
HGNC:33914	0	0	3
HGNC:3392	162	3	9
HGNC:33920	0	0	3
HGNC:3393	267	10	10
HGNC:33939	36	2	8
HGNC:3394	130	4	10
HGNC:33940	34	1	7
HGNC:33941	13	0	3
HGNC:33945	23	0	3
HGNC:3395	104	3	9
HGNC:3396	57	2	8
HGNC:33983	26	0	3
HGNC:33984	35	1	7
HGNC:33997	16	1	7
HGNC:34	41	1	7
HGNC:34000	34	3	9
HGNC:34001	0	0	3
HGNC:34002	0	0	3
HGNC:34003	0	0	3
HGNC:34005	23	1	7
HGNC:34006	7	0	3
HGNC:3401	25	0	3
HGNC:3402	38	2	8
HGNC:34024	53	4	10
HGNC:3403	69	3	9
HGNC:34032	50	0	3
HGNC:34059	0	0	3
HGNC:34071	27	0	3
HGNC:34072	0	0	3
HGNC:34073	0	0	3
HGNC:34075	0	0	3
HGNC:341	38	0	3
HGNC:3413	169	11	10
HGNC:3415	272	9	10
HGNC:3416	40	2	8
HGNC:3418	116	3	9
HGNC:34187	2	0	3
HGNC:3419	32	1	7
HGNC:3420	81	3	9
HGNC:34211	0	0	3
HGNC:34216	0	0	3
HGNC:34218	0	0	3
HGNC:34220	0	0	3
HGNC:34222	0	0	3
HGNC:34223	0	0	3
HGNC:34224	0	0	3
HGNC:34225	0	0	3
HGNC:34226	0	0	3
HGNC:34227	0	0	3
HGNC:34228	36	0	3
HGNC:3423	50	1	7
HGNC:34236	0	0	3
HGNC:34237	4	0	3
HGNC:3424	12	1	7
HGNC:34242	0	0	3
HGNC:34244	25	0	3
HGNC:34246	50	0	3
HGNC:34294	50	0	3
HGNC:34295	0	0	3
HGNC:34296	0	0	3
HGNC:34297	0	0	3
HGNC:34298	26	1	7
HGNC:34299	0	0	3
HGNC:343	6	0	3
HGNC:3430	259	8	10
HGNC:34300	24	1	7
HGNC:34301	0	0	3
HGNC:34303	10	0	3
HGNC:3431	130	4	10
HGNC:3432	208	5	10
HGNC:3433	150	5	10
HGNC:34332	50	0	3
HGNC:34333	65	1	7
HGNC:34339	6	1	7
HGNC:3434	113	4	10
HGNC:34343	86	0	3
HGNC:34345	0	0	3
HGNC:34346	0	0	3
HGNC:34347	0	0	3
HGNC:34348	20	0	3
HGNC:34349	0	0	3
HGNC:3435	88	3	9
HGNC:34350	48	0	3
HGNC:34351	0	0	3
HGNC:34352	0	0	3
HGNC:34353	0	0	3
HGNC:34354	0	0	3
HGNC:3436	68	4	10
HGNC:34360	9	0	3
HGNC:34361	0	0	3
HGNC:3437	40	1	7
HGNC:3438	180	4	10
HGNC:34383	28	1	7
HGNC:34385	0	0	3
HGNC:34388	0	0	3
HGNC:3439	69	2	8
HGNC:34390	25	1	7
HGNC:34391	13	0	3
HGNC:34395	0	0	3
HGNC:34396	0	0	3
HGNC:34397	16	0	3
HGNC:34399	44	2	8
HGNC:344	90	3	9
HGNC:34400	0	0	3
HGNC:34401	0	0	3
HGNC:34403	19	0	3
HGNC:34404	0	0	3
HGNC:34407	9	0	3
HGNC:34408	0	0	3
HGNC:34409	0	0	3
HGNC:34410	18	0	3
HGNC:34415	8	1	7
HGNC:34416	29	0	3
HGNC:34417	22	1	7
HGNC:34418	0	0	3
HGNC:34423	35	0	3
HGNC:34427	11	0	3
HGNC:34428	0	0	3
HGNC:3443	226	9	10
HGNC:34430	4	0	3
HGNC:34431	0	0	3
HGNC:34433	11	0	3
HGNC:34434	169	3	9
HGNC:34435	0	0	3
HGNC:34436	0	0	3
HGNC:34437	0	0	3
HGNC:34438	0	0	3
HGNC:34439	0	0	3
HGNC:3444	69	1	7
HGNC:34440	0	0	3
HGNC:34442	0	0	3
HGNC:34443	37	1	7
HGNC:34444	0	0	3
HGNC:34447	47	1	7
HGNC:34448	0	0	3
HGNC:34449	14	0	3
HGNC:34450	11	0	3
HGNC:34451	0	0	3
HGNC:34452	0	0	3
HGNC:34453	0	0	3
HGNC:34454	16	1	7
HGNC:34455	0	0	3
HGNC:3446	86	1	7
HGNC:3447	17	0	3
HGNC:34489	49	3	9
HGNC:3449	137	4	10
HGNC:34490	48	2	8
HGNC:34491	77	1	7
HGNC:34492	0	0	3
HGNC:34493	76	1	7
HGNC:34494	0	0	3
HGNC:34495	14	0	3
HGNC:34496	0	0	3
HGNC:34497	0	0	3
HGNC:34512	10	0	3
HGNC:34513	50	0	3
HGNC:34517	0	0	3
HGNC:34518	0	0	3
HGNC:34519	48	0	3
HGNC:34520	0	0	3
HGNC:34521	0	0	3
HGNC:34522	0	0	3
HGNC:34524	0	0	3
HGNC:34527	5	1	7
HGNC:34528	14	0	3
HGNC:34530	25	1	7
HGNC:34531	0	0	3
HGNC:34532	0	0	3
HGNC:3454	1	0	3
HGNC:34548	0	0	3
HGNC:34549	0	0	3
HGNC:34550	0	0	3
HGNC:346	52	0	3
HGNC:3465	16	0	3
HGNC:3466	40	0	3
HGNC:3467	213	8	10
HGNC:3468	115	4	10
HGNC:347	46	0	3
HGNC:3471	113	3	9
HGNC:3473	112	2	8
HGNC:3474	88	1	7
HGNC:3477	72	2	8
HGNC:348	132	3	9
HGNC:3481	17	1	7
HGNC:3482	17	1	7
HGNC:3483	20	1	7
HGNC:3488	149	2	8
HGNC:3489	95	3	9
HGNC:349	100	3	9
HGNC:3490	105	2	8
HGNC:3491	126	3	9
HGNC:3492	80	1	7
HGNC:3493	83	1	7
HGNC:3494	91	2	8
HGNC:3495	109	4	10
HGNC:3496	8	1	7
HGNC:3497	32	1	7
HGNC:3498	138	3	9
HGNC:3499	0	0	3
HGNC:35	46	2	8
HGNC:3500	44	1	7
HGNC:3501	31	1	7
HGNC:3503	34	1	7
HGNC:3506	107	2	8
HGNC:3507	55	0	3
HGNC:3508	48	0	3
HGNC:3511	50	3	9
HGNC:35118	0	0	3
HGNC:3512	170	9	10
HGNC:35121	0	0	3
HGNC:35123	55	0	3
HGNC:35126	51	0	3
HGNC:3513	72	3	9
HGNC:3515	29	1	7
HGNC:35153	0	0	3
HGNC:35155	10	0	3
HGNC:35158	0	0	3
HGNC:35159	0	0	3
HGNC:3516	31	0	3
HGNC:35164	0	0	3
HGNC:35165	0	0	3
HGNC:35167	27	1	7
HGNC:3518	34	1	7
HGNC:3519	162	7	10
HGNC:352	205	5	10
HGNC:3520	99	2	8
HGNC:35202	31	1	7
HGNC:3521	93	2	8
HGNC:3522	94	2	8
HGNC:35236	13	1	7
HGNC:35240	0	0	3
HGNC:35241	0	0	3
HGNC:35245	54	2	8
HGNC:3526	109	3	9
HGNC:3527	246	7	10
HGNC:3528	57	1	7
HGNC:3529	27	1	7
HGNC:3530	64	1	7
HGNC:3531	22	1	7
HGNC:3534	8	1	7
HGNC:3535	193	5	10
HGNC:3537	236	7	10
HGNC:3538	273	9	10
HGNC:3539	46	4	10
HGNC:3540	74	5	10
HGNC:35409	60	1	7
HGNC:3541	121	3	9
HGNC:35410	67	1	7
HGNC:35412	0	0	3
HGNC:35414	10	0	3
HGNC:3542	15	1	7
HGNC:35422	47	1	7
HGNC:35426	0	0	3
HGNC:35427	15	0	3
HGNC:3544	85	2	8
HGNC:35445	0	0	3
HGNC:35458	41	1	7
HGNC:35459	11	0	3
HGNC:35462	0	0	3
HGNC:35463	0	0	3
HGNC:35464	0	0	3
HGNC:35465	0	0	3
HGNC:35475	17	0	3
HGNC:3553	28	0	3
HGNC:3554	29	0	3
HGNC:3555	89	2	8
HGNC:3556	24	1	7
HGNC:3557	73	2	8
HGNC:3559	137	3	9
HGNC:356	0	0	3
HGNC:3560	90	3	9
HGNC:3561	23	1	7
HGNC:3562	16	0	3
HGNC:3563	29	2	8
HGNC:3569	139	4	10
HGNC:357	125	3	9
HGNC:3570	114	3	9
HGNC:3573	212	7	10
HGNC:3574	76	1	7
HGNC:3575	18	0	3
HGNC:3576	20	0	3
HGNC:3578	128	4	10
HGNC:3579	22	1	7
HGNC:358	112	3	9
HGNC:3581	108	4	10
HGNC:3582	122	3	9
HGNC:3584	62	2	8
HGNC:3585	130	3	9
HGNC:3586	22	1	7
HGNC:3587	22	1	7
HGNC:3588	50	2	8
HGNC:359	53	2	8
HGNC:3590	87	2	8
HGNC:3591	49	1	7
HGNC:3592	43	1	7
HGNC:3594	45	2	8
HGNC:3595	41	1	7
HGNC:3596	13	1	7
HGNC:3597	39	1	7
HGNC:3599	40	1	7
HGNC:36	12	1	7
HGNC:360	124	6	10
HGNC:3600	140	4	10
HGNC:3601	13	1	7
HGNC:3602	42	2	8
HGNC:3603	78	5	10
HGNC:3604	60	3	9
HGNC:3606	131	6	10
HGNC:3607	17	1	7
HGNC:3608	57	0	3
HGNC:3609	16	0	3
HGNC:361	33	1	7
HGNC:3611	97	5	10
HGNC:3612	43	1	7
HGNC:3613	85	1	7
HGNC:3616	16	0	3
HGNC:3618	153	4	10
HGNC:3619	16	0	3
HGNC:362	33	1	7
HGNC:3620	16	0	3
HGNC:3621	6	0	3
HGNC:3622	73	0	3
HGNC:3623	64	3	9
HGNC:3624	30	0	3
HGNC:3625	78	1	7
HGNC:3629	19	1	7
HGNC:363	54	2	8
HGNC:3631	21	2	8
HGNC:3638	36	2	8
HGNC:3642	17	2	8
HGNC:3647	23	1	7
HGNC:3649	87	3	9
HGNC:365	33	1	7
HGNC:3650	65	2	8
HGNC:3655	207	8	10
HGNC:3656	23	3	9
HGNC:3657	155	6	10
HGNC:3658	43	2	8
HGNC:3659	100	5	10
HGNC:3660	67	2	8
HGNC:3661	143	3	9
HGNC:3662	152	3	9
HGNC:3664	96	2	8
HGNC:3665	195	6	10
HGNC:3666	285	11	10
HGNC:3667	33	0	3
HGNC:3668	72	2	8
HGNC:367	18	0	3
HGNC:3671	37	0	3
HGNC:3673	92	1	7
HGNC:3674	143	2	8
HGNC:3675	165	4	10
HGNC:3676	274	12	10
HGNC:3677	149	3	9
HGNC:3678	164	3	9
HGNC:3679	90	1	7
HGNC:368	18	0	3
HGNC:3680	202	2	8
HGNC:3681	101	2	8
HGNC:3682	169	4	10
HGNC:3683	94	3	9
HGNC:3684	102	3	9
HGNC:3685	167	4	10
HGNC:3686	186	10	10
HGNC:36867	44	1	7
HGNC:3687	216	8	10
HGNC:3688	144	4	10
HGNC:3689	248	12	10
HGNC:369	30	0	3
HGNC:3690	115	4	10
HGNC:3691	140	3	9
HGNC:3693	41	3	9
HGNC:3694	138	2	8
HGNC:3695	37	3	9
HGNC:3696	67	2	8
HGNC:3697	157	4	10
HGNC:37	138	2	8
HGNC:370	102	2	8
HGNC:3700	39	2	8
HGNC:3701	84	2	8
HGNC:3703	111	1	7
HGNC:3704	61	0	3
HGNC:3705	30	3	9
HGNC:37057	50	0	3
HGNC:3706	125	6	10
HGNC:37073	35	0	3
HGNC:37091	0	0	3
HGNC:37093	7	0	3
HGNC:37094	7	0	3
HGNC:37096	0	0	3
HGNC:37098	22	0	3
HGNC:37099	0	0	3
HGNC:371	119	4	10
HGNC:37100	19	1	7
HGNC:3711	161	5	10
HGNC:37116	36	1	7
HGNC:3712	183	6	10
HGNC:37134	66	1	7
HGNC:37138	50	0	3
HGNC:37142	66	1	7
HGNC:37146	36	0	3
HGNC:37147	36	0	3
HGNC:37148	36	0	3
HGNC:37155	27	1	7
HGNC:37157	27	1	7
HGNC:37161	27	1	7
HGNC:37162	48	1	7
HGNC:37163	27	1	7
HGNC:37164	27	1	7
HGNC:37165	27	1	7
HGNC:37168	27	1	7
HGNC:37169	27	1	7
HGNC:37170	27	1	7
HGNC:37172	0	0	3
HGNC:37173	0	0	3
HGNC:37175	38	0	3
HGNC:37176	26	0	3
HGNC:37177	38	0	3
HGNC:3718	16	1	7
HGNC:37180	38	0	3
HGNC:37181	38	0	3
HGNC:37182	38	0	3
HGNC:3719	16	1	7
HGNC:3720	91	5	10
HGNC:37200	9	1	7
HGNC:37202	0	0	3
HGNC:37203	47	2	8
HGNC:37204	0	0	3
HGNC:37205	0	0	3
HGNC:37206	0	0	3
HGNC:37207	12	1	7
HGNC:37208	0	0	3
HGNC:3721	23	1	7
HGNC:37210	0	0	3
HGNC:37212	6	0	3
HGNC:37213	0	0	3
HGNC:37214	90	2	8
HGNC:37215	0	0	3
HGNC:37216	30	1	7
HGNC:37217	36	0	3
HGNC:37218	9	1	7
HGNC:37219	0	0	3
HGNC:3722	55	3	9
HGNC:37220	0	0	3
HGNC:37221	0	0	3
HGNC:37222	0	0	3
HGNC:37223	0	0	3
HGNC:37225	0	0	3
HGNC:37226	0	0	3
HGNC:37227	33	1	7
HGNC:3723	16	1	7
HGNC:37231	41	0	3
HGNC:37233	0	0	3
HGNC:37234	45	1	7
HGNC:37236	14	1	7
HGNC:37237	0	0	3
HGNC:37238	0	0	3
HGNC:37239	34	0	3
HGNC:3724	102	2	8
HGNC:37240	16	0	3
HGNC:37241	37	2	8
HGNC:37242	65	1	7
HGNC:37243	68	1	7
HGNC:37244	1	0	3
HGNC:37245	98	3	9
HGNC:37246	50	0	3
HGNC:37247	9	0	3
HGNC:37248	0	0	3
HGNC:37249	50	0	3
HGNC:3725	16	1	7
HGNC:37250	34	2	8
HGNC:37252	4	0	3
HGNC:37253	50	0	3
HGNC:37254	0	0	3
HGNC:37257	0	0	3
HGNC:37258	23	0	3
HGNC:37260	11	0	3
HGNC:37261	10	0	3
HGNC:37263	16	0	3
HGNC:37264	0	0	3
HGNC:37268	0	0	3
HGNC:37269	18	0	4
HGNC:37270	0	0	4
HGNC:37271	0	0	4
HGNC:37272	0	0	4
HGNC:37273	50	0	4
HGNC:37274	39	0	4
HGNC:37275	22	0	4
HGNC:37276	62	1	7
HGNC:37278	0	0	4
HGNC:37279	0	0	4
HGNC:37280	0	0	4
HGNC:37281	19	1	7
HGNC:37282	1	0	4
HGNC:37283	17	1	7
HGNC:37284	5	0	4
HGNC:37285	0	0	4
HGNC:37294	22	0	4
HGNC:37295	22	0	4
HGNC:373	27	1	7
HGNC:37321	9	0	4
HGNC:3735	90	3	9
HGNC:37442	0	0	4
HGNC:37443	6	1	7
HGNC:37451	0	0	4
HGNC:37453	0	0	4
HGNC:37454	0	0	4
HGNC:3748	31	0	4
HGNC:3749	85	2	8
HGNC:37490	0	0	4
HGNC:37491	0	0	4
HGNC:375	70	2	8
HGNC:3750	39	1	7
HGNC:37501	11	1	7
HGNC:3755	49	0	4
HGNC:3756	14	0	4
HGNC:3757	191	5	10
HGNC:3758	105	1	7
HGNC:376	125	3	9
HGNC:3760	0	0	4
HGNC:3761	86	3	9
HGNC:3762	93	3	9
HGNC:3763	142	2	8
HGNC:37636	0	0	4
HGNC:37646	46	1	7
HGNC:3765	127	4	10
HGNC:3766	27	1	7
HGNC:3767	150	3	9
HGNC:3768	57	3	9
HGNC:3769	22	0	4
HGNC:377	67	0	4
HGNC:3770	11	0	4
HGNC:3771	0	0	4
HGNC:3772	10	0	4
HGNC:3773	18	1	7
HGNC:3774	28	1	7
HGNC:3778	185	4	10
HGNC:378	114	0	4
HGNC:3782	67	1	7
HGNC:3785	15	0	4
HGNC:37865	12	0	4
HGNC:3788	20	1	7
HGNC:379	142	6	10
HGNC:3791	124	6	10
HGNC:3793	56	3	9
HGNC:37931	10	0	4
HGNC:3795	22	2	8
HGNC:3796	141	3	9
HGNC:3797	104	3	9
HGNC:3798	81	1	7
HGNC:3799	121	2	8
HGNC:38	43	2	8
HGNC:380	39	3	9
HGNC:3800	202	9	10
HGNC:3801	195	8	10
HGNC:3802	163	4	10
HGNC:3803	70	1	7
HGNC:3804	91	2	8
HGNC:3805	55	0	4
HGNC:38058	14	0	4
HGNC:3806	112	4	10
HGNC:3808	91	0	4
HGNC:38088	0	0	4
HGNC:3809	188	6	10
HGNC:381	66	2	8
HGNC:3810	136	5	10
HGNC:3811	136	3	9
HGNC:3814	140	5	10
HGNC:3815	80	2	8
HGNC:3816	194	8	10
HGNC:3817	86	0	4
HGNC:3818	128	5	10
HGNC:3819	193	5	10
HGNC:382	27	1	7
HGNC:3821	248	12	10
HGNC:3822	48	0	4
HGNC:3823	188	4	10
HGNC:3824	38	1	7
HGNC:3825	6	0	4
HGNC:3826	46	2	8
HGNC:3827	168	5	10
HGNC:3828	45	2	8
HGNC:384	63	2	8
HGNC:38476	47	1	7
HGNC:385	65	2	8
HGNC:386	115	3	9
HGNC:38601	17	1	7
HGNC:38603	17	1	7
HGNC:38606	53	2	8
HGNC:38650	6	1	7
HGNC:38652	6	1	7
HGNC:38675	0	0	4
HGNC:38695	50	0	4
HGNC:387	51	3	9
HGNC:38705	50	0	4
HGNC:38708	48	0	4
HGNC:38709	66	1	7
HGNC:388	28	1	7
HGNC:38821	0	0	4
HGNC:38824	53	1	7
HGNC:38825	69	2	8
HGNC:38828	0	0	4
HGNC:38830	44	2	8
HGNC:38831	22	1	7
HGNC:38834	15	1	7
HGNC:38838	0	0	4
HGNC:38840	0	0	4
HGNC:38842	33	0	4
HGNC:38843	40	2	8
HGNC:38844	36	1	7
HGNC:38845	18	0	4
HGNC:38847	58	3	9
HGNC:38856	12	0	4
HGNC:38866	65	1	7
HGNC:38877	36	0	4
HGNC:38879	48	0	4
HGNC:389	14	2	8
HGNC:39	12	1	7
HGNC:390	15	2	8
HGNC:39051	0	0	4
HGNC:391	404	22	10
HGNC:39125	9	0	4
HGNC:392	217	9	10
HGNC:393	104	1	7
HGNC:3942	281	16	10
HGNC:39430	0	0	4
HGNC:39433	55	1	7
HGNC:3944	25	0	4
HGNC:395	90	0	4
HGNC:3951	121	3	9
HGNC:3953	56	2	8
HGNC:3954	30	1	7
HGNC:3955	102	2	8
HGNC:39550	5	0	4
HGNC:39551	18	1	7
HGNC:3959	77	4	10
HGNC:396	41	0	4
HGNC:3960	38	1	7
HGNC:39601	0	0	4
HGNC:39602	0	0	4
HGNC:3961	35	1	7
HGNC:3964	145	4	10
HGNC:3969	146	3	9
HGNC:3971	130	4	10
HGNC:3972	52	1	7
HGNC:3973	118	3	9
HGNC:3974	26	0	4
HGNC:39755	0	0	4
HGNC:3976	33	1	7
HGNC:3978	24	1	7
HGNC:39814	23	0	4
